"","x"
"1",2.59641207581426
"2",2.5656855632317
"3",2.46535852350784
"4",2.30857485142123
"5",2.11010611503153
"6",1.83073944838706
"7",1.52245328006378
"8",1.18644381372105
"9",0.814936272131307
"10",0.465866201332252
"11",0.116203435220428
"12",-0.231335542165846
"13",-0.54850243708894
"14",-0.836391165387446
"15",-1.05425650580532
"16",-1.23880129401845
"17",-1.38933991047498
"18",-1.42304327257664
"19",-1.45326280446369
"20",-1.40632128913302
"21",-1.31297905646698
"22",-1.16543549306522
"23",-0.995007330252182
"24",-0.803301338760645
"25",-0.575778394422
"26",-0.351569132064847
"27",-0.103002167088686
"28",0.138879593273219
"29",0.313806106154432
"30",0.468577944121102
"31",0.598662126673218
"32",0.671755706018452
"33",0.702925107197987
"34",0.655305445921394
"35",0.60608459579638
"36",0.44462470360035
"37",0.281611713168965
"38",0.0425128742608891
"39",-0.190927158639107
"40",-0.453689955449342
"41",-0.738786071264774
"42",-1.02795147663
"43",-1.31163100832292
"44",-1.57498700157665
"45",-1.80331346617213
"46",-1.98072116288068
"47",-2.09863799917359
"48",-2.19248985043524
"49",-2.20652914544165
"50",-2.19708449269322
"51",-2.0672106881979
"52",-1.8925041394164
"53",-1.69741026758778
"54",-1.3985338909238
"55",-1.06259291032265
"56",-0.708385982258579
"57",-0.350415168321437
"58",0.0430800567189566
"59",0.447146610799992
"60",0.811563105656956
"61",1.16563488090461
"62",1.47886996193296
"63",1.76786486198956
"64",2.00351146223167
"65",2.15674774685159
"66",2.26770141878896
"67",2.31454804382356
"68",2.30608705723242
"69",2.19333102204378
"70",2.06138211444776
"71",1.85746475679552
"72",1.63875435267469
"73",1.38834398838411
"74",1.06971150785744
"75",0.799762540520113
"76",0.482538150503914
"77",0.221239677159322
"78",-0.0470963007538931
"79",-0.276832769117343
"80",-0.485582422738209
"81",-0.617438345525613
"82",-0.722047986785673
"83",-0.753237354023984
"84",-0.746713842464062
"85",-0.684516530607321
"86",-0.560706376418889
"87",-0.425837468272149
"88",-0.243442606204248
"89",-0.0307979645960691
"90",0.163173759272429
"91",0.40116903534671
"92",0.642344750538979
"93",0.852701073146577
"94",1.04028370330358
"95",1.15331071309559
"96",1.26383767556082
"97",1.3239341656033
"98",1.30857010858623
"99",1.23834423082449
"100",1.11041384028624
"101",0.942393560618168
"102",0.745771607154639
"103",0.445443299289818
"104",0.15552059418202
"105",-0.177999758093656
"106",-0.514719915696227
"107",-0.874851145309493
"108",-1.21582265723528
"109",-1.57108787871767
"110",-1.85225948081831
"111",-2.11161413909264
"112",-2.30368882418961
"113",-2.47791017781261
"114",-2.56867186069311
"115",-2.59888911292086
"116",-2.53852007608252
"117",-2.46615486653162
"118",-2.28220421541172
"119",-2.06004376078381
"120",-1.78595279930083
"121",-1.47681554642808
"122",-1.15610615087237
"123",-0.764385950112155
"124",-0.385402169611897
"125",-0.0392254823508941
"126",0.317242264790139
"127",0.630705226851622
"128",0.92327310062804
"129",1.17150776440544
"130",1.35199147708954
"131",1.48824258687561
"132",1.57468715849348
"133",1.59434060694402
"134",1.55482853259344
"135",1.43928605647837
"136",1.32435309651012
"137",1.14060988932477
"138",0.926634198259793
"139",0.69246860486588
"140",0.477209058619325
"141",0.214581358205922
"142",-0.0127835060757983
"143",-0.194803848314453
"144",-0.386005443859025
"145",-0.510888188604832
"146",-0.606992021391486
"147",-0.632960499692505
"148",-0.624410118518656
"149",-0.570838194985997
"150",-0.454695464993902
"151",-0.258837394677256
"152",-0.0777913880732953
"153",0.164896838534926
"154",0.421378416455472
"155",0.687630803454406
"156",0.983404251292313
"157",1.23099171183147
"158",1.48207265270469
"159",1.6858105058713
"160",1.87760445604402
"161",2.01241239992522
"162",2.08102328209915
"163",2.08417657813732
"164",2.04485717450489
"165",1.95894627339919
"166",1.78851831055538
"167",1.55970220481408
"168",1.29381411925974
"169",0.942463308118557
"170",0.606977104160841
"171",0.2340707378279
"172",-0.151656763042546
"173",-0.528569806833745
"174",-0.922444869849718
"175",-1.26655436394564
"176",-1.59298304120465
"177",-1.85821406652727
"178",-2.10352013816252
"179",-2.2355253135371
"180",-2.34845473084433
"181",-2.38336262054224
"182",-2.35089915662388
"183",-2.26658242430357
"184",-2.1393736219486
"185",-1.93058291640315
"186",-1.6973007637956
"187",-1.41941424860358
"188",-1.13041180303233
"189",-0.820180590140504
"190",-0.49735306983987
"191",-0.233472545591709
"192",0.0672387118335432
"193",0.300683153451847
"194",0.508753068786803
"195",0.657252102363555
"196",0.784278176428339
"197",0.851519527080339
"198",0.838299930338809
"199",0.768914093250404
"200",0.674982910124905
"201",0.543507128846111
"202",0.341085181385817
"203",0.147232587223582
"204",-0.0440551330748158
"205",-0.274838367257354
"206",-0.495909305417247
"207",-0.722421343369224
"208",-0.881372702295404
"209",-1.02163051949062
"210",-1.14251729428931
"211",-1.18597511374615
"212",-1.18608518210533
"213",-1.11786324545577
"214",-1.01662523006669
"215",-0.83474837748907
"216",-0.633246529444616
"217",-0.361744898350265
"218",-0.0708471746418056
"219",0.251980969729509
"220",0.587729098812674
"221",0.927760143139027
"222",1.25208903685615
"223",1.57895576295643
"224",1.87075662134988
"225",2.11456712383287
"226",2.33448931636447
"227",2.4616248985278
"228",2.55316224918615
"229",2.56702860495194
"230",2.52595873325995
"231",2.41030963170173
"232",2.22596888071671
"233",1.98087221393365
"234",1.72295947604206
"235",1.39529195172201
"236",1.04591373728056
"237",0.701111869704853
"238",0.287162507511304
"239",-0.0444276031006354
"240",-0.407481839500543
"241",-0.735772502766809
"242",-1.03867606179863
"243",-1.27662258849762
"244",-1.46886964077314
"245",-1.60286190245497
"246",-1.69870074867135
"247",-1.68602481327517
"248",-1.66976948535435
"249",-1.56641707494649
"250",-1.43071346721047
"251",-1.22992622301933
"252",-1.02309859212168
"253",-0.801217507415932
"254",-0.544669971940157
"255",-0.290763896389519
"256",-0.0770295824161456
"257",0.139757092429638
"258",0.316455583696731
"259",0.46196003179058
"260",0.53875586677155
