"","x"
"1",2.59009195958774
"2",2.56768601923183
"3",2.47643545905151
"4",2.30721809939085
"5",2.08829843699618
"6",1.82277712580111
"7",1.52235358426995
"8",1.1785488874212
"9",0.848129388997726
"10",0.457284613052641
"11",0.1138715923777
"12",-0.22402158382154
"13",-0.550637139798339
"14",-0.823419477632619
"15",-1.04932194870036
"16",-1.24359789499872
"17",-1.35601966453036
"18",-1.44817705685864
"19",-1.4513025561396
"20",-1.40758994091142
"21",-1.31527314885513
"22",-1.16477252799497
"23",-0.987627618277347
"24",-0.782252760909117
"25",-0.560998914177123
"26",-0.338616282318526
"27",-0.1042598060207
"28",0.116251022231949
"29",0.31257008034083
"30",0.468877521290086
"31",0.591703987419014
"32",0.670598514201321
"33",0.674451948319597
"34",0.663936093365828
"35",0.570080528876139
"36",0.442800680012226
"37",0.294863077749467
"38",0.065552137095754
"39",-0.19061561955326
"40",-0.467275502333892
"41",-0.746165152161086
"42",-1.044460573385
"43",-1.31685595523166
"44",-1.58288492280704
"45",-1.78856129670307
"46",-1.97794924857275
"47",-2.11085786904371
"48",-2.19340961863151
"49",-2.22490781345634
"50",-2.17507399626126
"51",-2.07001925743069
"52",-1.90165969214507
"53",-1.69430171465755
"54",-1.38968808948096
"55",-1.07333231395613
"56",-0.727260805660412
"57",-0.334841762393209
"58",0.0318878582396679
"59",0.437475155581525
"60",0.821032882089495
"61",1.15540299391361
"62",1.49705973523427
"63",1.76708894524464
"64",1.9874012238884
"65",2.18405627170583
"66",2.27099306548747
"67",2.32668763651014
"68",2.29730523702375
"69",2.20717435656211
"70",2.05588100066062
"71",1.87900043011858
"72",1.64939760749921
"73",1.3722151243287
"74",1.11555832956813
"75",0.795191834707703
"76",0.485870652930647
"77",0.205652494871071
"78",-0.0603622627208933
"79",-0.263959788494094
"80",-0.450209680949214
"81",-0.609353052651317
"82",-0.706787684424146
"83",-0.742808124598111
"84",-0.738535511042241
"85",-0.68532710970102
"86",-0.574797895818102
"87",-0.426142464060703
"88",-0.263040041937579
"89",-0.0295929216752981
"90",0.17735396581686
"91",0.422107270655693
"92",0.644691519131129
"93",0.851037294265661
"94",1.02555195022816
"95",1.14964149498137
"96",1.26876746712472
"97",1.30108624158889
"98",1.30990689407308
"99",1.24566063176843
"100",1.15905702400458
"101",0.957466056203819
"102",0.730896088384925
"103",0.46553990559684
"104",0.168996479966459
"105",-0.169304076330184
"106",-0.522901024686428
"107",-0.870808852748357
"108",-1.22910215804655
"109",-1.53854393903531
"110",-1.84281860967962
"111",-2.09800431488379
"112",-2.31293003773467
"113",-2.47654990480217
"114",-2.56048727042611
"115",-2.58482702184714
"116",-2.55767279030492
"117",-2.4592016613696
"118",-2.29220602095837
"119",-2.0495552992191
"120",-1.79178833391205
"121",-1.47454885514383
"122",-1.14848390002446
"123",-0.774412724969784
"124",-0.406847529662362
"125",-0.0414565564226818
"126",0.31289304766825
"127",0.613748738729307
"128",0.930902901128982
"129",1.17833380020856
"130",1.35426447609322
"131",1.50182876326105
"132",1.56724560088062
"133",1.5933958857621
"134",1.53811102718712
"135",1.45663222038416
"136",1.29263235455486
"137",1.13985608936257
"138",0.924190840677852
"139",0.704282819980273
"140",0.464648198386295
"141",0.204571197788471
"142",-0.0155611867727684
"143",-0.214628434450604
"144",-0.371916174814101
"145",-0.514573934216772
"146",-0.600644842975516
"147",-0.646666496510806
"148",-0.648164341937896
"149",-0.538030881591923
"150",-0.44531983206515
"151",-0.261326405088293
"152",-0.0528319097703724
"153",0.147143300792549
"154",0.420435810242739
"155",0.684279242185747
"156",0.969781785320881
"157",1.21985638646173
"158",1.49712333133583
"159",1.69687340914389
"160",1.88216787603911
"161",2.01275760922893
"162",2.08602103186183
"163",2.11793468702082
"164",2.05540086859392
"165",1.94986457057232
"166",1.77037984005509
"167",1.55363632086668
"168",1.29891516051084
"169",0.966485433672523
"170",0.601893832049168
"171",0.233171595313523
"172",-0.143879735391663
"173",-0.528179820833004
"174",-0.936376187919726
"175",-1.27617375359602
"176",-1.5806489119996
"177",-1.84693807997515
"178",-2.09955708420719
"179",-2.26441079106983
"180",-2.35402913448998
"181",-2.39081849840085
"182",-2.35524326579082
"183",-2.28008019567025
"184",-2.1231738440523
"185",-1.93427441683661
