"","x"
"1",2.59223019247407
"2",2.57060519565493
"3",2.45769669217407
"4",2.30108174845906
"5",2.10222606252032
"6",1.8400190363277
"7",1.52121496975407
"8",1.18920942097845
"9",0.826442828412509
"10",0.454982092593096
"11",0.1167561627393
"12",-0.208890155886439
"13",-0.538362166540482
"14",-0.836016690956128
"15",-1.05965862496632
"16",-1.22819928871604
"17",-1.35775289600568
"18",-1.44693982465213
"19",-1.46138123302262
"20",-1.42535036694297
"21",-1.3037888091148
"22",-1.16600421840679
"23",-1.00218268655608
"24",-0.784471752563844
"25",-0.57447914795536
"26",-0.336891172087856
"27",-0.114768242518017
"28",0.150928065400191
"29",0.315091746664958
"30",0.478300233691075
"31",0.599920806604056
"32",0.677141175587086
"33",0.693275956574413
"34",0.668662265909249
"35",0.58862902344988
"36",0.466921362235911
"37",0.282913753825598
"38",0.066203736931452
"39",-0.203838224180464
"40",-0.432594165569581
"41",-0.739837784276007
"42",-1.03013873463914
"43",-1.28846489379632
"44",-1.56772292697678
"45",-1.77917254890788
"46",-1.97192467557894
"47",-2.10055478174121
"48",-2.19588500800366
"49",-2.2173592683296
"50",-2.18300598538846
"51",-2.04759521762542
"52",-1.89917664926115
"53",-1.67120097284694
"54",-1.39914617041952
"55",-1.07126764969198
"56",-0.720017956068204
"57",-0.354681215380582
"58",0.0443656690656674
"59",0.422006222523259
"60",0.822191594453341
"61",1.16293603149437
"62",1.49755186587795
"63",1.77773302240797
"64",1.99614482723586
"65",2.15564263001552
"66",2.26586443951352
"67",2.3125869994792
"68",2.26147858176923
"69",2.19940441947544
"70",2.05748151539097
"71",1.86292431596486
"72",1.62861745697897
"73",1.38685247587739
"74",1.12063346611772
"75",0.799187104472696
"76",0.484140891602479
"77",0.227563152182337
"78",-0.0389900453843777
"79",-0.266977984515743
"80",-0.47796129680469
"81",-0.621209662696082
"82",-0.727998986083907
"83",-0.74489218268474
"84",-0.755263677405365
"85",-0.700902499060687
"86",-0.570299489422254
"87",-0.418564364525606
"88",-0.258355979155356
"89",-0.04032308931639
"90",0.201313648286387
