"","x"
"1",2.59707599390746
"2",2.55332017671834
"3",2.46813686317899
"4",2.31131760166805
"5",2.09095304739326
"6",1.8306669456191
"7",1.51298988907737
"8",1.1926401736446
"9",0.843498985131383
"10",0.479344742347299
"11",0.136613679803319
"12",-0.241663251370814
"13",-0.547161529371309
"14",-0.827699367010766
"15",-1.0777614791469
"16",-1.23182919728773
"17",-1.36838974989394
"18",-1.43348321989789
"19",-1.44834665900218
"20",-1.40022509897166
"21",-1.30332877037061
"22",-1.18105267701335
"23",-1.0056041859705
"24",-0.767331170934219
"25",-0.581050815133905
"26",-0.329344144926035
"27",-0.0812147441599425
"28",0.113002055935171
"29",0.298725962102516
"30",0.458550389309858
"31",0.592316976172143
"32",0.691911311815436
"33",0.705578502980234
"34",0.68443136034532
"35",0.589424462297126
"36",0.449772840274267
"37",0.275911516195771
"38",0.0736107029293949
"39",-0.178204776372204
"40",-0.457084940485715
"41",-0.747414314069425
"42",-1.04092696180387
"43",-1.2992239339309
"44",-1.57095620731852
"45",-1.79043778724514
"46",-1.97439125169078
"47",-2.11674677176389
"48",-2.19129107460117
"49",-2.21123684654074
"50",-2.17061145672469
"51",-2.07940328845397
"52",-1.88525239067937
"53",-1.67346203476216
"54",-1.40753336143938
"55",-1.07712300962048
"56",-0.717260487346306
"57",-0.331186837402667
"58",0.0501183447359118
"59",0.420967628091223
"60",0.799976423045202
"61",1.15118234428056
"62",1.48650092075583
"63",1.75820033271767
"64",1.98741477361589
"65",2.16191183183686
"66",2.25171402318549
"67",2.30443198669964
"68",2.29145429870376
"69",2.21642922872844
"70",2.07169035933723
"71",1.85967948494006
"72",1.63507860968059
"73",1.38846823019207
"74",1.09620974042019
"75",0.79527094152682
"76",0.507545678785695
"77",0.207987929517562
"78",-0.0451620357571936
"79",-0.276503309173978
"80",-0.480925156474766
"81",-0.620192316843248
"82",-0.728894997059227
"83",-0.755919933816347
"84",-0.724648922004205
"85",-0.694489958439766
"86",-0.587116272552569
"87",-0.452756817137334
"88",-0.235795818450714
"89",-0.0507665370557004
"90",0.196337773913495
"91",0.411761948220124
"92",0.639152833004633
"93",0.844806751959143
"94",1.03563434206651
"95",1.18828979597435
"96",1.26321293181834
"97",1.30553789361286
"98",1.31800166602179
"99",1.23397076026727
"100",1.14520064837041
"101",0.968386569609024
"102",0.728601434521847
"103",0.475339130717679
"104",0.149460740286092
"105",-0.175599716973763
"106",-0.511916839385402
"107",-0.867320227827486
"108",-1.20971806969551
"109",-1.54668774835192
"110",-1.83839296420844
"111",-2.11663632283124
"112",-2.31822479518673
"113",-2.46067425297006
"114",-2.58048793277854
"115",-2.60016578512778
"116",-2.5555283204232
"117",-2.4521689615777
"118",-2.28854295935672
"119",-2.06472429174473
"120",-1.78373910162563
"121",-1.47480279772568
"122",-1.13405772260229
"123",-0.77002243283034
"124",-0.402671157303364
"125",-0.0325458619246784
"126",0.308775465874694
"127",0.625796111527655
"128",0.923251103480405
"129",1.16133884627567
"130",1.34266549308544
"131",1.49341282367875
"132",1.56662407571967
"133",1.56633569631766
"134",1.55019503537854
"135",1.45007321863137
"136",1.29128778060287
"137",1.11646319311428
"138",0.91805387289477
"139",0.69689431880612
"140",0.447679284545873
"141",0.233201568379555
"142",-0.0256663985755537
"143",-0.218648107322436
"144",-0.385947978779505
"145",-0.522747834805899
"146",-0.61213868347471
"147",-0.648954736220645
"148",-0.631873240385178
"149",-0.553493564694373
"150",-0.434689565067946
"151",-0.270737364538802
"152",-0.070464850810158
"153",0.155316476128595
"154",0.421834239873047
"155",0.707345375195663
"156",0.984180393626744
"157",1.24600024390508
"158",1.48820604277469
"159",1.70307197271239
"160",1.88800849155565
"161",2.01669511441004
"162",2.09715677096914
"163",2.10388947854016
"164",2.05333525513446
"165",1.95633190766228
"166",1.79531588170841
"167",1.57390001376278
"168",1.26514450701072
"169",0.965235735296183
"170",0.611386036870688
"171",0.236160094915261
"172",-0.150984124615634
"173",-0.536266111876509
"174",-0.918171010636181
"175",-1.28397915329323
"176",-1.59633047694714
"177",-1.8648120994197
"178",-2.07403478081303
"179",-2.25498065357926
"180",-2.34874360252006
"181",-2.38117787625201
"182",-2.35723461122138
"183",-2.26103346412651
"184",-2.12608475569387
"185",-1.92677407715018
"186",-1.67437393570965
"187",-1.42076321892525
"188",-1.09947310706423
"189",-0.826130098234363
"190",-0.508210637407553
"191",-0.204063863152263
"192",0.053008567411249
"193",0.319635399442621
"194",0.514769759853708
"195",0.66334700489187
"196",0.791414212122485
"197",0.834014450877483
"198",0.846753745252456
"199",0.786353133904205
"200",0.68917375411325
"201",0.525956048099161
"202",0.374751411356616
"203",0.144734075966403
"204",-0.0652766236103893
"205",-0.292949847764963
"206",-0.50743378169009
"207",-0.711665954455926
"208",-0.890401247831016
"209",-1.04163584374296
"210",-1.14645015200793
"211",-1.18258296217649
"212",-1.19416805160751
"213",-1.14511635039156
"214",-1.0255401631613
"215",-0.845626134505816
"216",-0.617385908680128
"217",-0.367353911242207
"218",-0.0749578865824527
"219",0.247226944201029
"220",0.58979504927421
"221",0.941386052874329
"222",1.23929732681305
"223",1.57908711912155
"224",1.87762541645218
"225",2.12241041214828
"226",2.31206482442783
"227",2.47622917607102
"228",2.53390653719166
"229",2.56385215996972
"230",2.50338637077828
"231",2.41034044051117
"232",2.22227759782455
"233",1.99222224408444
"234",1.71448081619541
"235",1.39770502253414
"236",1.055560782105
"237",0.68151968600137
"238",0.295362765871823
"239",-0.074774837589002
"240",-0.41049857390351
"241",-0.728147210536848
"242",-1.03218989350644
"243",-1.28115291593206
"244",-1.48331593044999
"245",-1.61268531877819
"246",-1.67979245279026
"247",-1.69839498127088
"248",-1.64872076970345
"249",-1.58426803099402
"250",-1.40566233940475
"251",-1.23832572117272
"252",-1.02204979229368
"253",-0.780437497288324
"254",-0.563681561995466
"255",-0.291745547242944
"256",-0.0854940941325509
