"","x"
"1",2.61730996456592
"2",2.55866682567402
"3",2.49368502433928
"4",2.29855482077162
"5",2.08343832816701
"6",1.82467865319078
"7",1.50841924420035
"8",1.18230313966056
"9",0.828031388492049
"10",0.476459810481747
"11",0.110390812805237
"12",-0.23240841095334
"13",-0.535372439649735
"14",-0.817105464015217
"15",-1.06873366211508
"16",-1.22846971241016
"17",-1.36915604235303
"18",-1.43931146260011
"19",-1.44457228499211
"20",-1.40538083635936
"21",-1.31688238152939
"22",-1.17017311045948
"23",-0.983170198165983
"24",-0.804724915155288
"25",-0.578159204125962
"26",-0.323357788142875
"27",-0.113620322972653
"28",0.123876652897986
"29",0.309092900098892
"30",0.462784168661299
"31",0.593879316989382
"32",0.66738024497071
"33",0.718930121300502
"34",0.687447384942709
"35",0.584667325374728
"36",0.462942010794141
"37",0.275232937165873
"38",0.0482085823516778
"39",-0.190998970908851
"40",-0.435194212934219
"41",-0.746058247161381
"42",-1.03038923551386
"43",-1.30499267388631
"44",-1.55791914927102
"45",-1.784371100976
"46",-1.97300594583742
"47",-2.11513358958347
"48",-2.18798207613965
"49",-2.22896044372464
"50",-2.18937867953628
"51",-2.06967434881041
"52",-1.90769825360165
"53",-1.66194270053538
"54",-1.39788666995241
"55",-1.07306809927847
"56",-0.736612873231541
"57",-0.332061252922134
"58",0.0288200771044835
"59",0.436812158161398
"60",0.809117817255741
"61",1.16407922835245
"62",1.48263398573512
"63",1.75751994190527
"64",1.99357517470977
"65",2.15450109469599
"66",2.27115710738096
"67",2.31487293232574
"68",2.29187811476227
"69",2.20669138993112
"70",2.05199623970734
"71",1.86884483793327
"72",1.65811887813041
"73",1.38707101060181
"74",1.07506417640319
"75",0.792586904825776
"76",0.509363371385022
"77",0.21169371339496
"78",-0.0495704617551366
"79",-0.275900536084617
"80",-0.460299650628037
"81",-0.60213176465968
"82",-0.694372185233589
"83",-0.757012183041633
"84",-0.759711549840212
"85",-0.679711627626035
"86",-0.577510792393391
"87",-0.439723963706116
"88",-0.234133005834399
"89",-0.030603167625047
"90",0.211756262690098
"91",0.415506605593538
"92",0.650540407939387
"93",0.844660094407337
"94",1.02100077499152
"95",1.18168814312427
"96",1.27035578986687
"97",1.32862736759834
"98",1.31214883467724
"99",1.22619997805742
"100",1.1330294732647
"101",0.953322042405719
"102",0.736769043245908
"103",0.458585437587836
"104",0.144672651662453
"105",-0.185045822829707
"106",-0.532333873096923
"107",-0.883994938809713
"108",-1.21230234576526
"109",-1.54143230406879
"110",-1.84767946123893
"111",-2.09781425349546
"112",-2.31409601579499
"113",-2.47498163792259
"114",-2.57225206022531
"115",-2.5940431685095
"116",-2.54709470838734
"117",-2.4382468538635
"118",-2.28271694237832
"119",-2.08796240292141
"120",-1.77974681225038
"121",-1.45246499610315
"122",-1.13047923852886
"123",-0.764325120583123
"124",-0.400383902208657
"125",-0.0311441491284643
"126",0.321170630506752
"127",0.641659620693826
"128",0.933023139283024
"129",1.16834967174676
"130",1.34284153166101
"131",1.47654692949798
"132",1.56141784708444
"133",1.58757292341003
"134",1.55895780755267
"135",1.44146987536525
"136",1.31622279533739
"137",1.13893208917532
"138",0.917537957151053
"139",0.697087482426659
"140",0.460336419100307
"141",0.226457444522512
"142",-0.00563506938177696
"143",-0.198830613643056
"144",-0.411043141317513
"145",-0.508631264635521
"146",-0.605153856053852
"147",-0.635227064703892
"148",-0.647265147444945
"149",-0.561896523789586
"150",-0.459023526256159
"151",-0.271482129512851
"152",-0.0537861513725259
"153",0.153885823996771
"154",0.425469250073536
"155",0.698114719202674
