"","x"
"1",2.60802220031062
"2",2.55947011993715
"3",2.47206045298706
"4",2.30318998132618
"5",2.10301236400796
"6",1.82278007141223
"7",1.53577021860673
"8",1.18219100716174
"9",0.839822657281721
"10",0.478068152859862
"11",0.121370304944412
"12",-0.232117902918295
"13",-0.545627075861924
"14",-0.819009575782755
"15",-1.04253612213622
"16",-1.24286275730132
"17",-1.38214718716805
"18",-1.44149694627614
"19",-1.45264359352854
"20",-1.41136163215418
"21",-1.32058535853957
"22",-1.16098355418614
"23",-0.995301597390756
"24",-0.788159378349183
"25",-0.571236889738851
"26",-0.330375262557051
"27",-0.104227663151562
"28",0.107348510647895
"29",0.315398800824592
"30",0.479798995664017
"31",0.598119196892935
"32",0.680967310771911
"33",0.714911235497893
"34",0.653186767729991
"35",0.582403247621566
"36",0.473502726322355
"37",0.287378591234505
"38",0.0574675628828245
"39",-0.206282878602195
"40",-0.463022869991029
"41",-0.739592999921025
"42",-1.02777665143982
"43",-1.30518334920233
"44",-1.5601073612285
"45",-1.78434053738889
"46",-1.9552394735575
"47",-2.12262202500393
"48",-2.18882982720683
"49",-2.21796049455885
"50",-2.18610777051683
"51",-2.04785439842386
"52",-1.88921534457975
"53",-1.67029506323698
"54",-1.40562237245271
"55",-1.07045481937592
"56",-0.721745167222047
"57",-0.347014841985912
"58",0.0567926050926784
"59",0.448678491095131
"60",0.81489317817136
"61",1.15937045751406
"62",1.50588347238842
"63",1.77100232893704
"64",1.98775415978522
"65",2.15679918895948
"66",2.26800429798315
"67",2.31633311841784
"68",2.28290420243529
"69",2.21855490728066
"70",2.04734568172434
"71",1.87397067649901
"72",1.65452333045045
"73",1.37012674721487
"74",1.10249198382921
"75",0.788197430565413
"76",0.492404394388635
"77",0.205445301605492
"78",-0.0404108775600073
"79",-0.277385743869553
"80",-0.478409051791265
"81",-0.614995400735399
"82",-0.720995970918368
"83",-0.731445730131911
"84",-0.760537039980324
"85",-0.688650195673873
"86",-0.596386130518725
"87",-0.434628906238566
"88",-0.241691070057783
"89",-0.0572874502328218
"90",0.165102921146342
"91",0.430635881005944
"92",0.633639333574053
"93",0.846636850810989
"94",1.01927200513916
"95",1.18579877407268
"96",1.26454521283261
"97",1.3218793651052
"98",1.31203622299884
"99",1.22848491122551
"100",1.12299176660773
"101",0.960152836276285
"102",0.74331141685419
"103",0.468622133432572
"104",0.173493959978974
"105",-0.163670744430071
"106",-0.527634196929255
"107",-0.874445732668599
"108",-1.21549306022623
"109",-1.54978531793578
"110",-1.84060087746919
"111",-2.08748819034594
"112",-2.31424442710741
"113",-2.47268787972163
"114",-2.58042246153424
"115",-2.58521421557703
"116",-2.55216351166813
"117",-2.45284672421281
"118",-2.28776387837384
"119",-2.05198100877936
"120",-1.78215328697296
"121",-1.49379501533077
"122",-1.12110955169588
"123",-0.765663451845129
"124",-0.398087849961728
"125",-0.0407818997874515
"126",0.299338199300015
"127",0.616443428774084
"128",0.919967881744343
"129",1.1472260637559
"130",1.3628546120065
"131",1.4807593737739
"132",1.58730457586889
"133",1.58264233802611
"134",1.5302080192216
"135",1.45838666372605
"136",1.30692177927677
"137",1.12641315376151
"138",0.920289868784946
"139",0.708413423134104
"140",0.467692020696859
"141",0.213339435292619
"142",-0.01120032014303
"143",-0.194784298764396
"144",-0.381820222340013
"145",-0.499436799333152
"146",-0.591080800372541
